Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales
8843,NBA 09: The Inside,PS3,2008,Sony Computer Entertainment,0.14,0
8844,Musashi: Samurai Legend,PS2,2005,Atari,0.07,0.06
8845,Saint Seiya: Soldiers' Soul,PS4,2015,Namco Bandai Games,0,0.09
8846,Terraria,PC,2011,Unknown,0,0.13
8847,Castlevania: Lords of Shadow - Mirror of Fate,3DS,2013,Konami Digital Entertainment,0.04,0.07
8848,3rd Super Robot Wars Z: Tengoku-Hen,PS3,2015,Namco Bandai Games,0,0
8849,Fantasia: Music Evolved,XOne,2014,Disney Interactive Studios,0.11,0.03
8850,Pokémon: Johto Photo Finish: Game Boy Advance Video,GBA,2004,N/A,0.11,0.04
8851,F1 2001,PS2,2001,Electronic Arts,0.07,0.06
8852,The Legend of Heroes: Trails of Cold Steel II,PSV,2014,Nippon Ichi Software,0.02,0
8853,Top Gun: Combat Zones,GC,2002,Titus,0.12,0.03
8854,J-League Victory Goal,SAT,1995,Sega,0,0
8855,Bakugan Battle Brawlers: Defenders of the Core,PSP,2010,Activision,0.09,0.04
8856,Oreshika: Tainted Bloodlines,PSV,2014,Sony Computer Entertainment,0,0
8857,White Knight Chronicles: Origins,PSP,2011,Sony Computer Entertainment,0,0.04
8858,Return to PopoloCrois: A Story of Seasons Fairytale,3DS,2015,Marvelous Entertainment,0.04,0
8859,Spongebob Squarepants / Fairly Odd Parents Double Pack,GBA,2005,THQ,0.11,0.04
8860,History Civil War: Secret Missions,PS2,2008,Activision,0.07,0.06
8861,NHL 09,PS2,2008,Electronic Arts,0.07,0.06
8862,Mirror's Edge Catalyst,XOne,2016,Electronic Arts,0.08,0.05
8863,Derby Stallion 64,N64,2001,Media Factory,0,0
8864,Doraemon 3: Nobi Dai no Machi SOS!,N64,2000,Epoch,0,0
8865,Space Station Silicon Valley,N64,1997,Take-Two Interactive,0.12,0.03
8866,Dark Rift,N64,1997,Vic Tokai,0.12,0.03
8867,Tokyo Xanadu,PSV,2015,Nihon Falcom Corporation,0,0
8868,All-Star Baseball 2003,GC,2002,Acclaim Entertainment,0.12,0.03
8869,Burger Island,Wii,2009,Destineer,0.14,0
8870,Petz: Dogz Talent Show,DS,2009,Ubisoft,0.14,0
8871,T'ai Fu: Wrath of the Tiger,PS,1998,Activision,0.08,0.06
8872,Rocky,XB,2002,Rage Software,0.11,0.03
8873,Ford Racing 2,XB,2003,Empire Interactive,0.11,0.03
8874,Odin Sphere: Leifthrasir,PSV,2016,Nippon Ichi Software,0.02,0.03
8875,Sam & Max: Season One,Wii,2008,JoWood Productions,0.13,0.01
8876,Virtua Tennis 4,Wii,2011,Sega,0.05,0.08
8877,Tetris Attack,SNES,1995,Nintendo,0,0
8878,Candace Kane's Candy Factory,Wii,2008,Destineer,0.14,0
8879,BloodRayne 2,XB,2004,THQ,0.11,0.03
8880,Hot Wheels: Beat That!,Wii,2007,Activision,0.13,0
8881,Soldier of Fortune: Payback,PS3,2007,Activision,0.12,0.02
8882,Jaws Unleashed,XB,2006,THQ,0.11,0.03
8883,Pro Yaky? Spirits 6,PS3,2009,Konami Digital Entertainment,0,0
8884,Star Trek: Voyager Elite Force,PS2,2001,Codemasters,0.07,0.06
8885,X-Men: The Official Game,GC,2006,Activision,0.12,0.03
8886,Brain Boost: Gamma Wave,DS,2005,505 Games,0.14,0
8887,Scarface: The World is Yours,Wii,2007,Vivendi Games,0.12,0.01
8888,Rock Band: Metal Track Pack,X360,2009,MTV Games,0.14,0
8889,Chessmaster II,PS,1998,Mindscape,0.08,0.06
8890,All-Star Baseball 2003,GBA,2002,Acclaim Entertainment,0.11,0.04
8891,Scooby-Doo! Mystery Mayhem,XB,2004,THQ,0.11,0.03
8892,Winning Post 4,PS,1999,Tecmo Koei,0,0
8893,Major League Baseball 2K13,PS3,2013,Take-Two Interactive,0.14,0
8894,DreamWorks Super Star Kartz,Wii,2011,Activision,0.1,0.04
8895,Pro Baseball Spirits 2015,PS3,2015,Konami Digital Entertainment,0,0
8896,187: Ride or Die,PS2,2005,Ubisoft,0.07,0.06
8897,Curious George,GC,2006,Namco Bandai Games,0.11,0.03
8898,Strawberry Shortcake: Game Boy Advance Video Volume 1,GBA,2004,N/A,0.11,0.04
8899,Armored Core: For Answer,X360,2008,Ubisoft,0.06,0.01
8900,Geist,GC,2005,Nintendo,0.11,0.03
8901,eJay Clubworld,PS2,N/A,Empire Interactive,0.07,0.06
8902,Cardinal Syn,PS,1998,Sony Computer Entertainment,0.08,0.06
8903,Charm Girls Club: Pajama Party,Wii,2009,Electronic Arts,0.14,0
8904,Street Fighter Alpha 3,GBA,2002,Capcom,0.11,0.04
8905,The Wizard of Oz: Beyond The Yellow Brick Road,DS,2008,D3Publisher,0.13,0
8906,Mobile Suit Gundam Side Story III: Sabakareshi Mono,SAT,1997,Namco Bandai Games,0,0
8907,Ridge Racer DS,DS,2004,Namco Bandai Games,0.14,0
8908,Warriors Orochi 3,PS4,2014,Tecmo Koei,0.04,0.05
8909,Nancy Drew: The White Wolf of Icicle Creek,Wii,2008,Sega,0.14,0
8910,Super Street Fighter II,GEN,1993,Capcom,0,0
8911,Metal Gear Solid: Peace Walker HD Edition,PS3,2011,Konami Digital Entertainment,0,0
8912,Battle Stadium D.O.N,PS2,2006,Namco Bandai Games,0,0
8913,No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,PS,2000,Konami Digital Entertainment,0,0
8914,Brain Boost: Beta Wave,DS,2005,505 Games,0.14,0
8915,Power Pro Kun Pocket 9,DS,2006,Konami Digital Entertainment,0,0
8916,Rubik's World,Wii,2008,Game Factory,0.13,0.01
8917,Gallop & Ride!,Wii,2008,THQ,0.14,0
8918,Shenmue II,DC,2001,Sega,0,0
8919,Major League Baseball 2K8,PS2,2008,Bethesda Softworks,0.07,0.06
8920,Capcom Classics Collection,XB,2005,Capcom,0.11,0.03
8921,Fugitive Hunter: War on Terror,PS2,2003,Play It,0.07,0.06
8922,The Incredible Hulk: Ultimate Destruction,GC,2005,Vivendi Games,0.11,0.03
8923,Prince of Persia: The Two Thrones,GC,2005,Ubisoft,0.11,0.03
8924,Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,PSP,2011,Banpresto,0,0
8925,Baseball Blast!,Wii,2009,Take-Two Interactive,0.14,0
8926,Pac-Man World 3,XB,2005,Namco Bandai Games,0.11,0.04
8927,The Walking Dead: Season Two,PSV,2014,Telltale Games,0.1,0
8928,Harvest Moon: Hero of Leaf Valley,PSP,2009,Rising Star Games,0.07,0.02
8929,Phantasy Star Online Episode I & II,XB,2003,Sega,0.11,0.03
8930,F1 2012,PC,2012,Codemasters,0.01,0.11
8931,All-Star Baseball 2005,XB,N/A,Unknown,0.11,0.03
8932,Rayman Raving Rabbids,DS,2007,Ubisoft,0.13,0.01
8933,Kung-Fu: High Impact,X360,2011,Black Bean Games,0.08,0.06
8934,SNK Arcade Classics Vol. 1,PSP,2008,Ignition Entertainment,0.13,0
8935,Darkstalkers Chronicle: The Chaos Tower,PSP,2004,Capcom,0.13,0
8936,NHL 2K10,X360,2009,Take-Two Interactive,0.11,0.02
8937,Batman Begins,GC,2005,Electronic Arts,0.11,0.03
8938,Toy Story Racer,PS,2001,Activision,0.08,0.06
8939,Yakuza: Ishin,PS4,2014,Sega,0,0
8940,F1 2011,PSV,2011,Codemasters,0.03,0.08
8941,Disney's Donald Duck: Goin' Quackers,PS,2000,Ubisoft,0.08,0.06
8942,Mobile Suit Gundam: Perfect One Year War,PS,1997,Namco Bandai Games,0,0
8943,Galerians,PS,1999,Crave Entertainment,0.08,0.06
8944,Crash: Twinsanity,XB,2004,Vivendi Games,0.11,0.03
8945,DrumMania,PS2,2000,Konami Digital Entertainment,0,0
8946,Yu-Gi-Oh! Nightmare Troubadour (US sales),DS,2005,Konami Digital Entertainment,0.15,0
8947,Code:Realize - Sousei no Himegimi,PSV,2014,Idea Factory,0.09,0
8948,Hoppechan: Tsukutte! Asonde! Punipuni Town!!,3DS,2013,Nippon Columbia,0,0
8949,Deus Ex: Mankind Divided,XOne,2016,Square Enix,0.08,0.06
8950,Arena Football,XB,2006,Electronic Arts,0.11,0.03
8951,Tamagotchi no Narikiri Channel,DS,2009,Namco Bandai Games,0,0
8952,Power Pro Kun Pocket 1+2,GBA,2004,Konami Digital Entertainment,0,0
8953,Rayman Origins,3DS,2012,Ubisoft,0.06,0.08
8954,Thor: God of Thunder,X360,2011,Sega,0.09,0.04
8955,Medal of Honor: Infiltrator,GBA,2003,Electronic Arts,0.11,0.04
8956,Risen 2: Dark Waters,X360,2012,Deep Silver,0.05,0.08
8957,Blazing Dragons,PS,1996,Crystal Dynamics,0.08,0.06
8958,Geometry Wars: Galaxies,DS,2007,Vivendi Games,0.13,0
8959,Super Monkey Ball Deluxe,XB,2005,Sega,0.11,0.03
8960,Shin Megami Tensei: Devil Summoner - Soul Hackers,PS,1999,Atlus,0,0
8961,Shin Chan: ¡Aventuras de Cine!,DS,2008,505 Games,0,0
8962,Alien: Isolation,PC,2014,Sega,0,0.13
8963,High Velocity Bowling,PS3,2010,Sony Computer Entertainment,0.13,0
8964,Tamagotchi Collection,DS,2011,Namco Bandai Games,0,0
8965,Pac-Man Party 3D,3DS,2011,Namco Bandai Games,0.09,0.04
8966,"NewU Fitness First Mind Body, Yoga & Pilates Workout",Wii,2010,Black Bean Games,0.12,0.02
8967,Backyard Sports: Sandlot Sluggers,DS,2010,Atari,0.14,0
8968,Turbo Prop Racing,PS,1997,Sony Computer Entertainment,0.08,0.06
8969,Barbie Superpack: Secret Agent / Groovy Games,GBA,2005,Vivendi Games,0.1,0.04
8970,Tom Clancy's Ghost Recon,GC,2003,Ubisoft,0.11,0.03
8971,Dance Dance Revolution (North America),PS,2001,Konami Digital Entertainment,0.08,0.06
8972,Bakugan Battle Brawlers: Defenders of the Core,X360,2010,Activision,0.11,0.02
8973,Mad Dash Racing,XB,2001,Eidos Interactive,0.11,0.03
8974,Dreamworks 2-in-1 Party Pack,DS,2010,Activision,0.14,0
8975,Summon Night 5,PSP,2013,Namco Bandai Games,0,0
8976,MotoGP 2: Ultimate Racing Technology,PS2,2001,Sony Computer Entertainment,0.07,0.06
8977,Black * Rock Shooter: The Game,PSP,2011,Unknown,0,0
8978,Travel Games For Dummies,DS,2008,Electronic Arts,0.13,0
8979,BMX XXX,PS2,2002,Acclaim Entertainment,0.07,0.06
8980,SafeCracker: The Ultimate Puzzle Adventure,DS,2009,The Adventure Company,0.07,0.06
8981,Tiger Woods PGA Tour,DS,2004,Electronic Arts,0.13,0
8982,Dragon Ball Z: Idainaru Dragon Ball Densetsu,SAT,1995,Namco Bandai Games,0,0
8983,Sonic Advance & Sonic Pinball Party Combo Pack,GBA,2005,Sega,0.1,0.04
8984,Boktai: The Sun is in Your Hand,GBA,2003,Konami Digital Entertainment,0.1,0.04
8985,Cars: Mater-National Championship,X360,2007,THQ,0.13,0
8986,Making History: The Great War,Wii,2010,Namco Bandai Games,0,0
8987,Drawn to Life Collection,DS,2010,THQ,0.14,0
8988,Guilty Gear X2 #Reload,XB,2004,Zoo Digital Publishing,0.11,0.03
8989,Wizardry VII: Gadeia no Houshu,PS,1995,Sony Computer Entertainment,0,0
8990,Dynasty Warriors 8: Xtreme Legends,PSV,2013,Tecmo Koei,0.04,0.03
8991,Moshi Monsters: Katsuma Unleashed,DS,2013,Activision,0,0.13
8992,Elf: The Movie,GBA,2004,Crave Entertainment,0.1,0.04
8993,Metal Slug 7,DS,2008,Ignition Entertainment,0.13,0
8994,MLB SlugFest 20-03,GC,2002,Midway Games,0.11,0.03
8995,Tamagotchi no Appare! Niji Venture,DS,2007,Namco Bandai Games,0,0
8996,Grabbed by the Ghoulies,XB,2003,Microsoft Game Studios,0.11,0.03
8997,Ys: The Oath in Felghana,PSP,2010,Falcom Corporation,0.09,0
8998,Shadow Hearts: From The New World,PS2,2005,Ghostlight,0.07,0.06
8999,Mega Man Powered Up,PSP,2006,Capcom,0.12,0.01
9000,CSI: 3 Dimensions of Murder,PS2,2007,Ubisoft,0.07,0.06
9001,Barbarian,PS2,2002,Titus,0.07,0.06
9002,QuickSpot,DS,2006,Namco Bandai Games,0.02,0
9003,Deception IV: Blood Ties,PSV,2014,Tecmo Koei,0.03,0.03
9004,Tennis no Oji-Sama: Aim at The Victory!,GBA,2002,Konami Digital Entertainment,0,0
9005,L.A. Rush,XB,2005,Midway Games,0.11,0.03
9006,"Lunar 2: Eternal Blue(sales, but wrong system)",GEN,1994,Game Arts,0,0
9007,Where the Wild Things Are,DS,2009,Warner Bros. Interactive Entertainment,0.13,0
9008,Pipe Dreams 3D,PS,2001,Empire Interactive,0.08,0.05
9009,Derby Stallion Gold,3DS,2014,Kadokawa Shoten,0,0
9010,Adventure Time: Explore the Dungeon Because I Don't Know!,3DS,2013,D3Publisher,0.1,0.03
9011,Lost Dimension,PSV,2014,Nippon Ichi Software,0.07,0.03
9012,Fox Sports Golf '99,PS,1997,Gremlin Interactive Ltd,0.08,0.05
9013,Jurassic: The Hunted,PS2,2009,Activision,0.07,0.06
9014,Power Rangers: Super Legends,PS2,2007,Disney Interactive Studios,0.07,0.06
9015,Sakura Wars GB,GB,2000,Media Factory,0,0
9016,Shining Force CD,SCD,1994,Sega,0,0
9017,Rayman 3,GBA,2003,Ubisoft,0.1,0.04
9018,Fatal Frame,PS2,2001,Wanadoo,0.07,0.06
9019,The Fifth Element,PS,1998,Sony Computer Entertainment,0.08,0.05
9020,Kung Fu Panda 2,Wii,2011,THQ,0.08,0.05
9021,Fast Food Panic,DS,2010,Nobilis,0.13,0
9022,Diner Dash: Flo on the Go,DS,2009,Zoo Games,0.13,0
9023,Adrenalin Misfits,X360,2010,Konami Digital Entertainment,0.12,0.02
9024,Okaeri! Chibi-Robo! Happy Richie Oosouji,DS,2009,Nintendo,0,0
9025,Wild ARMs 4,PS2,2005,505 Games,0.07,0.06
9026,Haunted House,Wii,2010,Atari,0.13,0
9027,Ratatouille,GC,2007,THQ,0.11,0.03
9028,G.I. Joe: The Rise of Cobra,PS2,2009,Electronic Arts,0.11,0
9029,Casper: Spirit Dimensions,PS2,2001,TDK Mediactive,0.07,0.05
9030,Super Robot Taisen OG Saga: Endless Frontier (JP sales),DS,2008,Namco Bandai Games,0,0
9031,Sengoku Musou 3 Empires,PS3,2011,Tecmo Koei,0,0
9032,Dream Pinball 3D,Wii,2008,SouthPeak Games,0.1,0.03
9033,Thunder Truck Rally,PS,1997,Psygnosis,0.08,0.05
9034,Dishonored,XOne,2015,Bethesda Softworks,0.08,0.05
9035,Klonoa: Empire of Dreams,GBA,2001,Infogrames,0.1,0.04
9036,G.I. Joe: The Rise of Cobra,PSP,2009,Electronic Arts,0.11,0.02
9037,Dragon Age: Origins - Ultimate Edition,PC,2010,Electronic Arts,0,0.12
9038,Balloon Pop,DS,2009,UFO Interactive,0.13,0
9039,Disney Infinity 2.0: Marvel Super Heroes,PSV,2015,Disney Interactive Studios,0,0.11
9040,Iron & Blood,PS,1996,Acclaim Entertainment,0.08,0.05
9041,Asphalt: Urban GT 2,DS,2006,Ubisoft,0.09,0.04
9042,Pinball Hall of Fame: The Gottlieb Collection,Wii,2006,System 3 Arcade Software,0.13,0
9043,Second Sight,PS2,2004,Codemasters,0.07,0.05
9044,Spider-Man: Edge of Time,DS,2011,Activision,0.12,0.01
9045,Monster House,PS2,2006,THQ,0.07,0.05
9046,Phantom Brave,PS2,2004,Tecmo Koei,0.07,0.05
9047,Just Cause,X360,2006,Eidos Interactive,0.1,0.03
9048,ArmA II,PC,2009,505 Games,0,0.12
9049,Championship Motocross 2001 featuring Ricky Carmichael,PS,2001,THQ,0.08,0.05
9050,Kenka Banchou 5: Otoko no Housoku,PSP,2011,Spike,0,0
9051,Legend of the Guardians: The Owls of Ga'Hoole,DS,2010,Warner Bros. Interactive Entertainment,0.11,0.02
9052,Doshin the Giant,GC,2002,Nintendo,0,0
9053,Shrek 2 and Shark Tale 2-in-1 Pack,GBA,2005,Activision,0.1,0.04
9054,Star Ocean: Blue Sphere,GB,2001,Enix Corporation,0,0
9055,Mojo!,PS2,2003,Mindscape,0.07,0.05
9056,Destroy All Humans! Big Willy Unleashed,Wii,2008,THQ,0.13,0
9057,Age of Empires: Collector's Edition,PC,2000,Ubisoft,0.02,0.1
9058,Ford Racing Off Road,PSP,2008,Xplosiv,0.05,0.08
9059,Kamen Rider Ryuki,PS,2002,Namco Bandai Games,0,0
9060,Front Mission Alternative,PS,1997,SquareSoft,0,0
9061,World Championship Poker: Howard Lederer - All In,PSP,2006,505 Games,0.13,0
9062,FIFA Soccer 2005,GC,2004,Electronic Arts,0.11,0.03
9063,Cave Story 3D,3DS,2011,Nippon Ichi Software,0.09,0.03
9064,The Orange Box,PC,2007,Electronic Arts,0,0.11
9065,Super Dodgeball Brawlers,DS,2008,Arc System Works,0.13,0
9066,Victorious Boxers: Revolution,Wii,2007,Ubisoft,0.07,0
9067,Record of Agarest War 2,PS3,2010,Compile Heart,0.09,0
9068,SBK 2011: FIM Superbike World Championship,PS3,2011,Black Bean Games,0.01,0.1
9069,Power Stone,DC,1998,Eidos Interactive,0,0
9070,Jonny Moseley Mad Trix,PS2,2001,3DO,0.07,0.05
9071,Monster Lab,DS,2008,Eidos Interactive,0.12,0.01
9072,Uta no * Prince-Sama: Repeat,PSP,2011,Broccoli,0,0
9073,Senran Kagura Burst: Guren no Sh?jo-tachi,3DS,2012,Marvelous Entertainment,0,0
9074,MTV Music Generator 3: This Is the Remix,PS2,2004,Codemasters,0.07,0.05
9075,Cake Mania 3,DS,2009,Majesco Entertainment,0.13,0
9076,.hack//Link,PSP,2010,Namco Bandai Games,0,0
9077,Terminator 3: Rise of the Machines,XB,2003,Atari,0.11,0.03
9078,Star Wars: Knights of the Old Republic,PC,2003,LucasArts,0.01,0.1
9079,SSX On Tour,XB,2005,Electronic Arts,0.11,0.03
9080,NCAA College Basketball 2K3,XB,2002,Sega,0.11,0.03
9081,Class of Heroes,PSP,2008,Acquire,0.06,0
9082,Yogi Bear: The Video Game,DS,2010,D3Publisher,0.1,0.03
9083,Our House Party!,Wii,N/A,Unknown,0.13,0
9084,The Legend of Heroes II: Prophecy of the Moonlight Witch,PSP,2004,Namco Bandai Games,0.03,0
9085,Cranium Kabookii,Wii,2007,Ubisoft,0.13,0
9086,Hero's Saga Laevatein Tactics,DS,2008,GungHo,0.13,0
9087,Doom,GBA,2001,Activision,0.1,0.04
9088,Gundam Breaker 2,PS3,2014,Namco Bandai Games,0,0
9089,TRINITY: Souls of Zill O'll,PS3,2010,Ubisoft Annecy,0.06,0.03
9090,Mary-Kate and Ashley: Winners Circle,PS,2001,Acclaim Entertainment,0.08,0.05
9091,PaRappa The Rapper 2,PS2,2001,Sony Computer Entertainment,0.07,0.05
9092,Hexyz Force,PSP,2009,Atlus,0.07,0
9093,OutRun 2,XB,2004,Sega,0.11,0.03
9094,Okami,PS3,2012,Capcom,0,0
9095,Marvel vs. Capcom 2: New Age of Heroes,DC,2000,Virgin Interactive,0,0
9096,Hitman: Blood Money,XB,2006,Eidos Interactive,0.11,0.03
9097,Soukaigi,PS,1998,SquareSoft,0,0
9098,Naruto Shippuden: Ninja Destiny 3,DS,2006,D3Publisher,0,0.01
9099,Xevious 3D/G+,PS,1997,Sony Computer Entertainment,0.01,0.01
9100,Pipe Mania,PS2,2008,Empire Interactive,0.07,0.05
9101,Gretzky NHL 06,PSP,2005,Sony Computer Entertainment,0.13,0
9102,Shonen Jump's Shaman King: Master of Spirits,GBA,2004,Konami Digital Entertainment,0.1,0.04
9103,PANGYA: Fantasy Golf,PSP,2009,Takara Tomy,0.09,0
9104,NFL Blitz 20-03,XB,2002,Midway Games,0.11,0.03
9105,Sumikko Gurashi: Omise Hajimerundesu,3DS,2015,Nippon Columbia,0,0
9106,Pirates: The Legend of Black Kat,PS2,2002,Electronic Arts,0.07,0.05
9107,Fur Fighters: Viggo's Revenge,PS2,2001,Acclaim Entertainment,0.07,0.05
9108,Krull,2600,1982,Atari,0.13,0.01
9109,Yu-Gi-Oh! Monster Capture GB,GB,2000,Konami Digital Entertainment,0,0
9110,Risen,PC,2009,Deep Silver,0,0.11
9111,Top Spin 3,DS,2008,D3Publisher,0.11,0.02
9112,Zapper: One Wicked Cricket!,GBA,2002,Infogrames,0.1,0.04
9113,The Da Vinci Code,PS2,2006,Take-Two Interactive,0.07,0.05
9114,Watch Dogs,WiiU,2014,Ubisoft,0.08,0.05
9115,Mr. Driller: Drill Spirits,DS,2004,Nintendo,0.08,0
9116,Arctic Tale,DS,2007,Zoo Digital Publishing,0.13,0
9117,Scooby-Doo! Night of 100 Frights,XB,2003,THQ,0.11,0.03
9118,MX vs. ATV Reflex,DS,2009,THQ,0.13,0
9119,Anno 1701: Dawn of Discovery,DS,2007,Touchstone,0.07,0.06
9120,Chicken Shoot,DS,2007,Zoo Digital Publishing,0.13,0
9121,Dead to Rights,GC,2002,Electronic Arts,0.11,0.03
9122,Sphinx and the Cursed Mummy,GC,2003,THQ,0.11,0.03
9123,Cabela's Outdoor Adventures (2009),PS2,2009,Activision Value,0.07,0.05
9124,T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy,PS,1998,Sunsoft,0.08,0.05
9125,Naruto RPG 2: Chidori vs Rasengan,DS,2005,Tomy Corporation,0,0
9126,Destruction Derby Raw,PS,2000,Sony Computer Entertainment,0.08,0.05
9127,Project V6,PS,1998,General Entertainment,0,0
9128,Farming Simulator 2012,3DS,2012,Excalibur Publishing,0,0.12
9129,NFL Head Coach 09,PS3,2008,Electronic Arts,0.13,0
9130,World Tour Soccer 2003,PS2,2002,Sony Computer Entertainment,0.07,0.05
9131,Akiba's Trip,PSP,2011,Acquire,0,0
9132,Bravo Air Race,PS,1997,THQ,0.08,0.05
9133,Onimusha Essentials,PS2,2008,Capcom,0.07,0.05
9134,Blazing Angels 2: Secret Missions of WWII,X360,2007,Ubisoft,0.11,0.02
9135,Gundam: The Battle Master,PS,1997,Namco Bandai Games,0,0
9136,Spyro: A Hero's Tail,XB,2004,Vivendi Games,0.11,0.03
9137,¡Shin Chan Flipa en colores!,DS,2007,505 Games,0,0
9138,Just Cause 3,PC,2015,Square Enix,0.03,0.11
9139,Eternal Poison,PS2,2008,Banpresto,0.07,0.05
9140,Lord of the Rings: Tactics,PSP,2005,Electronic Arts,0.11,0.02
9141,X-Blades,X360,2009,SouthPeak Games,0.1,0.02
9142,Gretzky NHL 06,PS2,2005,Sony Computer Entertainment,0.07,0.05
9143,Gungrave: Overdose,PS2,2004,Play It,0.07,0.05
9144,Kidou Senshi Gundam: Shin Gihren no Yabou,PSP,2011,Namco Bandai Games,0,0
9145,How to Train Your Dragon,X360,2010,Activision,0.11,0.02
9146,Your Shape: Fitness Evolved 2013,WiiU,2012,Ubisoft,0.06,0.07
9147,My Fitness Coach: Club,PS3,2011,Ubisoft,0,0.1
9148,NBA ShootOut 2002,PS,2001,Sony Computer Entertainment,0.08,0.05
9149,SingStar Vol. 3,PS3,2008,Sony Computer Entertainment,0,0.11
9150,The Granstream Saga,PS,1997,Sony Computer Entertainment,0.08,0.05
9151,Scene It? Bright Lights! Big Screen!,Wii,2009,Warner Bros. Interactive Entertainment,0.13,0
9152,"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",PSP,2007,Nippon Ichi Software,0,0
9153,WCW Backstage Assault,N64,N/A,Unknown,0.11,0.03
9154,Micro Machines 64 Turbo,N64,1999,Codemasters,0.11,0.03
9155,Bassmasters 2000,N64,1999,THQ,0.11,0.03
9156,Baldur's Gate: Dark Alliance,GC,2002,Virgin Interactive,0.11,0.03
9157,Bio FREAKS,N64,1998,GT Interactive,0.11,0.03
9158,Eternal Eyes,PS,1999,Sunsoft,0.08,0.05
9159,Injustice: Gods Among Us,PSV,2013,Warner Bros. Interactive Entertainment,0.11,0.01
9160,Fate/Unlimited Codes,PS2,2008,Capcom,0,0
9161,Atari's Greatest Hits: Volume 1,DS,2010,Atari,0.13,0
9162,The Operative: No One Lives Forever,PS2,2002,Electronic Arts,0.07,0.05
9163,International Cricket 2010,X360,2010,Codemasters,0,0.12
9164,Epidemic,PS,1995,Sony Computer Entertainment,0.02,0.01
9165,Monster House,GC,2006,THQ,0.11,0.03
9166,Dead or Alive 2,DC,2000,Acclaim Entertainment,0,0
9167,Buck Fever,Wii,2009,Destineer,0.13,0
9168,NCAA Basketball Final Four 97,PS,1997,Mindscape,0.08,0.05
9169,Ecco the Dolphin: Defender of the Future,PS2,2002,Sony Computer Entertainment,0.07,0.05
9170,Heroes over Europe,X360,2009,Ubisoft,0.1,0.03
9171,The Bombing Islands,PS,1997,Kemco,0.08,0.05
9172,Earth Defense Force 2: Invaders from Planet Space,PSP,2011,D3Publisher,0,0
9173,Bejeweled 3,PS3,N/A,Unknown,0.13,0
9174,Monster Jam,DS,2007,Activision,0.13,0
9175,Robots,DS,2005,Vivendi Games,0.12,0.01
9176,Gyakuten Saiban 2,GBA,2002,Capcom,0,0
9177,Godzilla: Save the Earth,XB,2004,Atari,0.1,0.03
9178,Skylanders Giants,3DS,2012,Activision,0.12,0.01
9179,Eragon,X360,2006,Vivendi Games,0.12,0.01
9180,Micro Machines,PS2,2002,Atari,0.07,0.05
9181,Detective Barbie: The Mystery Cruise,PS,1999,Mattel Interactive,0.08,0.05
9182,Jim Henson's the Muppets: On With the Show!,GBA,2003,TDK Mediactive,0.1,0.04
9183,Desire,SAT,1997,Imadio,0,0
9184,Valhalla Knights: Eldar Saga,Wii,2009,Rising Star Games,0.1,0.01
9185,Lips: I Love The 80s,X360,2010,Microsoft Game Studios,0,0.12
9186,Monster Hunter Diary: Poka Poka Airou Village DX,3DS,2015,Capcom,0,0
9187,Frank Thomas Big Hurt Baseball,PS,1996,Acclaim Entertainment,0.08,0.05
9188,Tim Burton's The Nightmare Before Christmas: The Pumpkin King,GBA,2005,Disney Interactive Studios,0.1,0.04
9189,Power Pro Kun Pocket 8,DS,2005,Konami Digital Entertainment,0,0
9190,Sid Meier's Pirates!,XB,2005,Take-Two Interactive,0.11,0.03
9191,Enclave,XB,2002,Swing! Entertainment,0.11,0.03
9192,Bottom of the 9th,PS,1996,Konami Digital Entertainment,0.08,0.05
9193,Pro Yaky? Spirits 2014,PS3,2014,Konami Digital Entertainment,0,0
9194,Dino Crisis 3,XB,2003,Capcom,0.08,0.03
9195,Syberia,DS,2008,Mindscape,0.1,0.02
9196,Zoobles! Spring to Life!,DS,2011,Activision,0.1,0.02
9197,NFL Blitz 20-03,GC,2002,Midway Games,0.11,0.03
9198,The King of Fighters '94 (CD),NG,1993,SNK,0,0
9199,The Walking Dead: Season Two,XOne,2014,Telltale Games,0.08,0.05
9200,Master Jin Jin's IQ Challenge,DS,2006,505 Games,0.13,0
9201,The Darkness II,PC,2012,Take-Two Interactive,0.1,0.03
9202,Create,X360,2010,Electronic Arts,0.1,0.03
9203,Karaoke Revolution Glee: Volume 3,X360,2011,Konami Digital Entertainment,0.13,0
9204,Barbie Explorer,PS,2001,Unknown,0.08,0.05
9205,Rango: The Video Game,Wii,2011,Electronic Arts,0.08,0.04
9206,Disney's Chicken Little,XB,2005,Disney Interactive Studios,0.1,0.03
9207,Power Gig: Rise of the SixString,PS3,2010,Unknown,0.13,0
9208,Transformers: Prime,WiiU,2012,Activision,0.09,0.03
9209,Agile Warrior F-111X,PS,1995,Virgin Interactive,0.08,0.05
9210,NCIS,X360,2011,Ubisoft,0.1,0.03
9211,Jikkyou Powerful Pro Yakyuu Wii,Wii,2007,Konami Digital Entertainment,0,0
9212,Reality Fighters,PSV,2012,Sony Computer Entertainment,0.06,0.06
